zipcode,Town,date,Count,Tests,town_population
02536,Falmouth,2020-07-22,208,6583,31251
02536,Falmouth,2020-07-29,229,7187,31251
02536,Falmouth,2020-08-05,235,7985,31251
02536,Falmouth,2020-08-12,239,8650,31251
02536,Falmouth,2020-08-19,241,9358,31251
02536,Falmouth,2020-08-26,241,10010,31251
02536,Falmouth,2020-09-02,246,10819,31251
02536,Falmouth,2020-09-09,252,11609,31251
02536,Falmouth,2020-09-16,260,12578,31251
01930,Gloucester,2020-04-22,111,NA,28625
01930,Gloucester,2020-04-29,143,NA,28625
01930,Gloucester,2020-05-06,188,NA,28625
01930,Gloucester,2020-05-13,211,NA,28625
01930,Gloucester,2020-05-20,233,NA,28625
01930,Gloucester,2020-05-27,241,1462,28625
01930,Gloucester,2020-06-03,251,1659,28625
01930,Gloucester,2020-06-10,252,1803,28625
01930,Gloucester,2020-06-17,257,2008,28625
01930,Gloucester,2020-06-24,257,2225,28625
01930,Gloucester,2020-07-01,257,3373,28625
01930,Gloucester,2020-07-08,258,3740,28625
01930,Gloucester,2020-07-15,260,4017,28625
01930,Gloucester,2020-07-22,264,4418,28625
01930,Gloucester,2020-07-29,270,4900,28625
01930,Gloucester,2020-08-05,275,5405,28625
01930,Gloucester,2020-08-12,276,5840,28625
01930,Gloucester,2020-08-19,280,6345,28625
01930,Gloucester,2020-08-26,284,6860,28625
01930,Gloucester,2020-09-02,287,7347,28625
01930,Gloucester,2020-09-09,291,7877,28625
01930,Gloucester,2020-09-16,293,8373,28625
02038,Franklin,2020-04-22,55,NA,33812
02038,Franklin,2020-04-29,86,NA,33812
02038,Franklin,2020-05-06,98,NA,33812
02038,Franklin,2020-05-13,103,NA,33812
02038,Franklin,2020-05-20,111,NA,33812
02038,Franklin,2020-05-27,120,1565,33812
02038,Franklin,2020-06-03,124,1752,33812
02038,Franklin,2020-06-10,128,1940,33812
02038,Franklin,2020-06-17,131,2107,33812
02038,Franklin,2020-06-24,132,2261,33812
02038,Franklin,2020-07-01,136,3029,33812
02038,Franklin,2020-07-08,137,3370,33812
02038,Franklin,2020-07-15,139,3562,33812
02038,Franklin,2020-07-22,140,3927,33812
02038,Franklin,2020-07-29,144,4337,33812
02038,Franklin,2020-08-05,154,4984,33812
02038,Franklin,2020-08-12,159,5577,33812
02038,Franklin,2020-08-19,161,6425,33812
02038,Franklin,2020-08-26,165,7135,33812
02038,Franklin,2020-09-02,169,7902,33812
02038,Franklin,2020-09-09,176,8665,33812
02038,Franklin,2020-09-16,181,9510,33812
02359,Pembroke,2020-04-22,44,NA,18673
02359,Pembroke,2020-04-29,52,NA,18673
02359,Pembroke,2020-05-06,59,NA,18673
02359,Pembroke,2020-05-13,68,NA,18673
02359,Pembroke,2020-05-20,80,NA,18673
02359,Pembroke,2020-05-27,85,985,18673
02359,Pembroke,2020-06-03,89,1092,18673
02359,Pembroke,2020-06-10,91,1199,18673
02359,Pembroke,2020-06-17,91,1286,18673
02359,Pembroke,2020-06-24,92,1385,18673
02359,Pembroke,2020-07-01,92,2003,18673
02359,Pembroke,2020-07-08,92,2172,18673
02359,Pembroke,2020-07-15,94,2271,18673
02359,Pembroke,2020-07-22,95,2467,18673
02359,Pembroke,2020-07-29,98,2692,18673
02359,Pembroke,2020-08-05,101,2839,18673
02359,Pembroke,2020-08-12,102,3059,18673
02359,Pembroke,2020-08-19,105,3425,18673
02359,Pembroke,2020-08-26,106,3714,18673
02359,Pembroke,2020-09-02,110,4090,18673
02359,Pembroke,2020-09-09,111,4447,18673
02359,Pembroke,2020-09-16,114,4817,18673
01463,Pepperell,2020-04-22,21,NA,12281
01463,Pepperell,2020-04-29,28,NA,12281
01463,Pepperell,2020-05-06,35,NA,12281
01463,Pepperell,2020-05-13,39,NA,12281
01463,Pepperell,2020-05-20,44,NA,12281
01463,Pepperell,2020-05-27,47,501,12281
01463,Pepperell,2020-06-03,49,561,12281
01463,Pepperell,2020-06-10,50,638,12281
01463,Pepperell,2020-06-17,52,693,12281
01463,Pepperell,2020-06-24,52,746,12281
01463,Pepperell,2020-07-01,52,1018,12281
01463,Pepperell,2020-07-08,52,1091,12281
01463,Pepperell,2020-07-15,53,1155,12281
01463,Pepperell,2020-07-22,54,1237,12281
01463,Pepperell,2020-07-29,55,1415,12281
01463,Pepperell,2020-08-05,58,1598,12281
01463,Pepperell,2020-08-12,59,1770,12281
01463,Pepperell,2020-08-19,59,2011,12281
01463,Pepperell,2020-08-26,61,2236,12281
01463,Pepperell,2020-09-02,62,2484,12281
01463,Pepperell,2020-09-09,63,2752,12281
01463,Pepperell,2020-09-16,65,3049,12281
02777,Swansea,2020-04-22,31,NA,15969
02777,Swansea,2020-04-29,54,NA,15969
02777,Swansea,2020-05-06,73,NA,15969
02777,Swansea,2020-05-13,75,NA,15969
02777,Swansea,2020-05-20,90,NA,15969
02777,Swansea,2020-05-27,113,1184,15969
02777,Swansea,2020-06-03,126,1350,15969
02777,Swansea,2020-06-10,129,1517,15969
02777,Swansea,2020-06-17,132,1628,15969
02777,Swansea,2020-06-24,133,1732,15969
02777,Swansea,2020-07-01,134,2266,15969
02777,Swansea,2020-07-08,135,2375,15969
02777,Swansea,2020-07-15,136,2434,15969
02777,Swansea,2020-07-22,138,2593,15969
02777,Swansea,2020-07-29,145,2799,15969
02777,Swansea,2020-08-05,147,3075,15969
02777,Swansea,2020-08-12,150,3287,15969
02777,Swansea,2020-08-19,152,3595,15969
02777,Swansea,2020-08-26,167,3889,15969
02777,Swansea,2020-09-02,172,4230,15969
02777,Swansea,2020-09-09,174,4532,15969
02777,Swansea,2020-09-16,174,4900,15969
01585,West Brookfield,2020-04-22,6,NA,3710
01585,West Brookfield,2020-04-29,10,NA,3710
01585,West Brookfield,2020-05-06,10,NA,3710
01585,West Brookfield,2020-05-13,13,NA,3710
01585,West Brookfield,2020-05-20,16,NA,3710
01585,West Brookfield,2020-05-27,16,273,3710
01585,West Brookfield,2020-06-03,17,345,3710
01585,West Brookfield,2020-06-10,17,391,3710
01585,West Brookfield,2020-06-17,18,406,3710
01585,West Brookfield,2020-06-24,19,439,3710
01585,West Brookfield,2020-07-01,19,565,3710
01585,West Brookfield,2020-07-08,19,606,3710
01585,West Brookfield,2020-07-15,22,686,3710
01585,West Brookfield,2020-07-22,24,809,3710
01585,West Brookfield,2020-07-29,24,928,3710
01585,West Brookfield,2020-08-05,24,1044,3710
01585,West Brookfield,2020-08-12,25,1147,3710
01585,West Brookfield,2020-08-19,26,1305,3710
01585,West Brookfield,2020-08-26,26,1440,3710
01585,West Brookfield,2020-09-02,26,1573,3710
01585,West Brookfield,2020-09-09,26,1693,3710
01585,West Brookfield,2020-09-16,26,1841,3710
01220,Adams,2020-04-22,29,NA,8281
01220,Adams,2020-04-29,32,NA,8281
01220,Adams,2020-05-06,32,NA,8281
01220,Adams,2020-05-13,33,NA,8281
01220,Adams,2020-05-20,35,NA,8281
01220,Adams,2020-05-27,35,344,8281
01220,Adams,2020-06-03,35,398,8281
01220,Adams,2020-06-10,35,437,8281
01220,Adams,2020-06-17,35,484,8281
01220,Adams,2020-06-24,35,530,8281
01220,Adams,2020-07-01,35,645,8281
01220,Adams,2020-07-08,35,705,8281
01220,Adams,2020-07-15,35,775,8281
01220,Adams,2020-07-22,35,912,8281
01220,Adams,2020-07-29,35,1019,8281
01220,Adams,2020-08-05,35,1147,8281
01220,Adams,2020-08-12,35,1259,8281
01220,Adams,2020-08-19,35,1377,8281
01220,Adams,2020-08-26,37,1557,8281
01220,Adams,2020-09-02,40,1748,8281
01220,Adams,2020-09-09,39,1957,8281
01220,Adams,2020-09-16,43,2200,8281
02748,Dartmouth,2020-04-22,66,NA,36819
02748,Dartmouth,2020-04-29,161,NA,36819
02748,Dartmouth,2020-05-06,205,NA,36819
02748,Dartmouth,2020-05-13,240,NA,36819
02748,Dartmouth,2020-05-20,284,NA,36819
02748,Dartmouth,2020-05-27,312,2341,36819
02748,Dartmouth,2020-06-03,365,3200,36819
02748,Dartmouth,2020-06-10,373,3475,36819
02748,Dartmouth,2020-06-17,379,3851,36819
02748,Dartmouth,2020-06-24,386,4084,36819
02748,Dartmouth,2020-07-01,391,5380,36819
02748,Dartmouth,2020-07-08,391,5594,36819
02748,Dartmouth,2020-07-15,394,5814,36819
02748,Dartmouth,2020-07-22,397,6232,36819
02748,Dartmouth,2020-07-29,401,6610,36819
02748,Dartmouth,2020-08-05,407,7096,36819
02748,Dartmouth,2020-08-12,412,7478,36819
02748,Dartmouth,2020-08-19,421,8158,36819
02748,Dartmouth,2020-08-26,425,8783,36819
02748,Dartmouth,2020-09-02,437,9899,36819
02748,Dartmouth,2020-09-09,442,10899,36819
02748,Dartmouth,2020-09-16,451,12498,36819
01523,Lancaster,2020-04-22,12,NA,8568
01523,Lancaster,2020-04-29,54,NA,8568
01523,Lancaster,2020-05-06,62,NA,8568
01523,Lancaster,2020-05-13,69,NA,8568
01523,Lancaster,2020-05-20,75,NA,8568
01523,Lancaster,2020-05-27,81,478,8568
01523,Lancaster,2020-06-03,87,540,8568
01523,Lancaster,2020-06-10,101,585,8568
01523,Lancaster,2020-06-17,101,652,8568
01523,Lancaster,2020-06-24,100,706,8568
01523,Lancaster,2020-07-01,100,1016,8568
01523,Lancaster,2020-07-08,101,1091,8568
01523,Lancaster,2020-07-15,101,1144,8568
01523,Lancaster,2020-07-22,103,1284,8568
01523,Lancaster,2020-07-29,103,1386,8568
01523,Lancaster,2020-08-05,106,1573,8568
01523,Lancaster,2020-08-12,108,1738,8568
01523,Lancaster,2020-08-19,108,1942,8568
01523,Lancaster,2020-08-26,108,2108,8568
01523,Lancaster,2020-09-02,109,2296,8568
01523,Lancaster,2020-09-09,112,2472,8568
01523,Lancaster,2020-09-16,113,2694,8568
01453,Leominster,2020-04-22,128,NA,40592
01453,Leominster,2020-04-29,207,NA,40592
01453,Leominster,2020-05-06,294,NA,40592
01453,Leominster,2020-05-13,376,NA,40592
01453,Leominster,2020-05-20,516,NA,40592
01453,Leominster,2020-05-27,575,4122,40592
01453,Leominster,2020-06-03,613,4523,40592
01453,Leominster,2020-06-10,658,4921,40592
01453,Leominster,2020-06-17,667,5286,40592
01453,Leominster,2020-06-24,680,5648,40592
01453,Leominster,2020-07-01,694,7862,40592
01453,Leominster,2020-07-08,702,8343,40592
01453,Leominster,2020-07-15,708,8731,40592
01453,Leominster,2020-07-22,708,9369,40592
01453,Leominster,2020-07-29,718,9950,40592
01453,Leominster,2020-08-05,730,10715,40592
01453,Leominster,2020-08-12,740,11485,40592
01453,Leominster,2020-08-19,742,12477,40592
01453,Leominster,2020-08-26,749,13339,40592
01453,Leominster,2020-09-02,753,14372,40592
01453,Leominster,2020-09-09,762,15322,40592
01453,Leominster,2020-09-16,768,16340,40592
01431,Ashby,2020-04-22,7,NA,3457
01431,Ashby,2020-04-29,8,NA,3457
01431,Ashby,2020-05-06,8,NA,3457
01431,Ashby,2020-05-13,13,NA,3457
01431,Ashby,2020-05-20,14,NA,3457
01431,Ashby,2020-05-27,15,152,3457
01431,Ashby,2020-06-03,15,170,3457
01431,Ashby,2020-06-10,15,186,3457
01431,Ashby,2020-06-17,15,211,3457
01431,Ashby,2020-06-24,15,229,3457
01431,Ashby,2020-07-01,15,310,3457
01431,Ashby,2020-07-08,15,337,3457
01431,Ashby,2020-07-15,15,356,3457
01431,Ashby,2020-07-22,15,394,3457
01431,Ashby,2020-07-29,15,422,3457
01431,Ashby,2020-08-05,15,469,3457
01431,Ashby,2020-08-12,15,519,3457
01431,Ashby,2020-08-19,17,577,3457
01431,Ashby,2020-08-26,18,636,3457
01431,Ashby,2020-09-02,18,694,3457
01431,Ashby,2020-09-09,18,751,3457
01431,Ashby,2020-09-16,18,826,3457
01011,Chester,2020-04-22,3,NA,1500
01011,Chester,2020-04-29,6,NA,1500
01011,Chester,2020-05-06,5,NA,1500
01011,Chester,2020-05-13,3,NA,1500
01011,Chester,2020-05-20,3,NA,1500
01011,Chester,2020-05-27,5,54,1500
01011,Chester,2020-06-03,0,56,1500
01011,Chester,2020-06-10,3,61,1500
01011,Chester,2020-06-17,3,68,1500
01011,Chester,2020-06-24,3,80,1500
01011,Chester,2020-07-01,0,107,1500
01011,Chester,2020-07-08,3,116,1500
01011,Chester,2020-07-15,3,124,1500
01011,Chester,2020-07-22,3,138,1500
01011,Chester,2020-07-29,3,152,1500
01011,Chester,2020-08-05,3,164,1500
01011,Chester,2020-08-12,3,182,1500
01011,Chester,2020-08-19,3,194,1500
01011,Chester,2020-08-26,3,214,1500
01011,Chester,2020-09-02,3,231,1500
01011,Chester,2020-09-09,5,253,1500
01011,Chester,2020-09-16,5,281,1500
01440,Gardner,2020-04-22,74,NA,19990
01440,Gardner,2020-04-29,104,NA,19990
01440,Gardner,2020-05-06,116,NA,19990
01440,Gardner,2020-05-13,134,NA,19990
01440,Gardner,2020-05-20,156,NA,19990
01440,Gardner,2020-05-27,178,2723,19990
01440,Gardner,2020-06-03,190,2892,19990
01440,Gardner,2020-06-10,189,3125,19990
01440,Gardner,2020-06-17,190,3305,19990
01440,Gardner,2020-06-24,193,3519,19990
01440,Gardner,2020-07-01,195,5038,19990
01440,Gardner,2020-07-08,195,5406,19990
01440,Gardner,2020-07-15,196,5568,19990
01440,Gardner,2020-07-22,197,6017,19990
01440,Gardner,2020-07-29,199,6528,19990
01440,Gardner,2020-08-05,200,6877,19990
01440,Gardner,2020-08-12,202,7234,19990
01440,Gardner,2020-08-19,206,7738,19990
01440,Gardner,2020-08-26,206,8347,19990
01440,Gardner,2020-09-02,207,8813,19990
01440,Gardner,2020-09-09,209,9262,19990
01440,Gardner,2020-09-16,213,9912,19990
02332,Duxbury,2020-04-22,33,NA,15133
02332,Duxbury,2020-04-29,47,NA,15133
02332,Duxbury,2020-05-06,53,NA,15133
02332,Duxbury,2020-05-13,59,NA,15133
02332,Duxbury,2020-05-20,60,NA,15133
02332,Duxbury,2020-05-27,65,1096,15133
02332,Duxbury,2020-06-03,102,1243,15133
02332,Duxbury,2020-06-10,106,1354,15133
02332,Duxbury,2020-06-17,108,1461,15133
02332,Duxbury,2020-06-24,111,1570,15133
02332,Duxbury,2020-07-01,114,2217,15133
02332,Duxbury,2020-07-08,116,2420,15133
02332,Duxbury,2020-07-15,117,2525,15133
02332,Duxbury,2020-07-22,117,2738,15133
02332,Duxbury,2020-07-29,118,2954,15133
02332,Duxbury,2020-08-05,119,3172,15133
02332,Duxbury,2020-08-12,121,3453,15133
02332,Duxbury,2020-08-19,121,3875,15133
02332,Duxbury,2020-08-26,123,4235,15133
02332,Duxbury,2020-09-02,124,4663,15133
02332,Duxbury,2020-09-09,132,5062,15133
02332,Duxbury,2020-09-16,138,5493,15133
01258,Mount Washington,2020-04-22,0,NA,1500
01258,Mount Washington,2020-04-29,0,NA,1500
01258,Mount Washington,2020-05-06,0,NA,1500
01258,Mount Washington,2020-05-13,0,NA,1500
01258,Mount Washington,2020-05-20,0,NA,1500
01258,Mount Washington,2020-05-27,0,2,1500
01258,Mount Washington,2020-06-03,0,2,1500
01258,Mount Washington,2020-06-10,0,2,1500
01258,Mount Washington,2020-06-17,0,2,1500
01258,Mount Washington,2020-06-24,0,2,1500
01258,Mount Washington,2020-07-01,0,3,1500
01258,Mount Washington,2020-07-08,0,3,1500
01258,Mount Washington,2020-07-15,0,3,1500
01258,Mount Washington,2020-07-22,0,3,1500
01258,Mount Washington,2020-07-29,0,4,1500
01258,Mount Washington,2020-08-12,0,6,1500
01258,Mount Washington,2020-08-19,0,6,1500
01258,Mount Washington,2020-08-26,0,7,1500
01258,Mount Washington,2020-09-02,0,9,1500
01258,Mount Washington,2020-09-09,0,9,1500
01258,Mount Washington,2020-09-16,0,10,1500
01245,Monterey,2020-04-22,0,NA,1500
01245,Monterey,2020-04-29,0,NA,1500
01245,Monterey,2020-05-06,0,NA,1500
01245,Monterey,2020-05-13,0,NA,1500
01245,Monterey,2020-05-20,0,NA,1500
01245,Monterey,2020-05-27,0,21,1500
01245,Monterey,2020-06-03,0,25,1500
01245,Monterey,2020-06-10,0,26,1500
01245,Monterey,2020-06-17,0,32,1500
01245,Monterey,2020-06-24,0,53,1500
01245,Monterey,2020-07-01,0,66,1500
01245,Monterey,2020-07-08,3,78,1500
01245,Monterey,2020-07-15,3,89,1500
01245,Monterey,2020-07-22,3,109,1500
01245,Monterey,2020-07-29,3,117,1500
01245,Monterey,2020-08-05,3,140,1500
01245,Monterey,2020-08-12,3,150,1500
01245,Monterey,2020-08-19,3,182,1500
01245,Monterey,2020-08-26,3,212,1500
01245,Monterey,2020-09-02,3,231,1500
01245,Monterey,2020-09-09,3,259,1500
01245,Monterey,2020-09-16,3,285,1500
02631,Brewster,2020-04-22,64,NA,9912
02631,Brewster,2020-04-29,87,NA,9912
02631,Brewster,2020-05-06,91,NA,9912
02631,Brewster,2020-05-13,91,NA,9912
02631,Brewster,2020-05-20,92,NA,9912
02631,Brewster,2020-05-27,94,557,9912
02631,Brewster,2020-06-03,98,600,9912
02631,Brewster,2020-06-10,100,675,9912
02631,Brewster,2020-06-17,103,722,9912
02631,Brewster,2020-06-24,103,855,9912
02631,Brewster,2020-07-01,103,1221,9912
02631,Brewster,2020-07-08,103,1419,9912
02631,Brewster,2020-07-15,107,1501,9912
02631,Brewster,2020-07-22,111,1635,9912
02631,Brewster,2020-07-29,113,1843,9912
02631,Brewster,2020-08-05,115,2108,9912
02631,Brewster,2020-08-12,115,2219,9912
02631,Brewster,2020-08-19,115,2432,9912
02631,Brewster,2020-08-26,115,2643,9912
02631,Brewster,2020-09-02,115,2796,9912
02631,Brewster,2020-09-09,116,3108,9912
02631,Brewster,2020-09-16,117,3289,9912
01072,Shutesbury,2020-04-22,3,NA,1500
01072,Shutesbury,2020-04-29,3,NA,1500
01072,Shutesbury,2020-05-06,3,NA,1500
01072,Shutesbury,2020-05-13,3,NA,1500
01072,Shutesbury,2020-05-20,3,NA,1500
01072,Shutesbury,2020-05-27,0,51,1500
01072,Shutesbury,2020-06-03,0,56,1500
01072,Shutesbury,2020-06-10,3,65,1500
01072,Shutesbury,2020-06-17,3,70,1500
01072,Shutesbury,2020-06-24,3,101,1500
01072,Shutesbury,2020-07-01,0,125,1500
01072,Shutesbury,2020-07-08,3,148,1500
01072,Shutesbury,2020-07-15,3,163,1500
01072,Shutesbury,2020-07-22,3,196,1500
01072,Shutesbury,2020-07-29,3,220,1500
01072,Shutesbury,2020-08-05,3,272,1500
01072,Shutesbury,2020-08-12,3,306,1500
01072,Shutesbury,2020-08-19,3,367,1500
01072,Shutesbury,2020-08-26,3,443,1500
01072,Shutesbury,2020-09-02,3,515,1500
01072,Shutesbury,2020-09-09,3,599,1500
01072,Shutesbury,2020-09-16,3,697,1500
01776,Sudbury,2020-04-22,55,NA,17904
01776,Sudbury,2020-04-29,76,NA,17904
01776,Sudbury,2020-05-06,98,NA,17904
01776,Sudbury,2020-05-13,163,NA,17904
01776,Sudbury,2020-05-20,174,NA,17904
01776,Sudbury,2020-05-27,181,1045,17904
01776,Sudbury,2020-06-03,188,1135,17904
01776,Sudbury,2020-06-10,191,1249,17904
01776,Sudbury,2020-06-17,194,1499,17904
01776,Sudbury,2020-06-24,197,1634,17904
01776,Sudbury,2020-07-01,195,2309,17904
01776,Sudbury,2020-07-08,197,2482,17904
01776,Sudbury,2020-07-15,199,2596,17904
01776,Sudbury,2020-07-22,198,2807,17904
01776,Sudbury,2020-07-29,203,3174,17904
01776,Sudbury,2020-08-05,208,3592,17904
01776,Sudbury,2020-08-12,208,4128,17904
01776,Sudbury,2020-08-19,211,4705,17904
01776,Sudbury,2020-08-26,213,5172,17904
01776,Sudbury,2020-09-02,214,5628,17904
01776,Sudbury,2020-09-09,220,6147,17904
01776,Sudbury,2020-09-16,218,6726,17904
01035,Hadley,2020-04-22,17,NA,5750
01035,Hadley,2020-04-29,27,NA,5750
01035,Hadley,2020-05-06,33,NA,5750
01035,Hadley,2020-05-13,36,NA,5750
01035,Hadley,2020-05-20,40,NA,5750
01035,Hadley,2020-05-27,42,423,5750
01035,Hadley,2020-06-03,42,464,5750
01035,Hadley,2020-06-10,42,488,5750
01035,Hadley,2020-06-17,42,546,5750
01035,Hadley,2020-06-24,43,596,5750
01035,Hadley,2020-07-01,44,1140,5750
01035,Hadley,2020-07-08,45,1217,5750
01035,Hadley,2020-07-15,44,1330,5750
01035,Hadley,2020-07-22,45,1532,5750
01035,Hadley,2020-07-29,45,1641,5750
01035,Hadley,2020-08-05,45,1952,5750
01035,Hadley,2020-08-12,45,2078,5750
01035,Hadley,2020-08-19,46,2300,5750
01035,Hadley,2020-08-26,48,2643,5750
01035,Hadley,2020-09-02,50,3227,5750
01035,Hadley,2020-09-09,50,3791,5750
01035,Hadley,2020-09-16,50,4323,5750
01921,Boxford,2020-04-22,25,NA,7717
01921,Boxford,2020-04-29,28,NA,7717
01921,Boxford,2020-05-06,30,NA,7717
01921,Boxford,2020-05-13,35,NA,7717
01921,Boxford,2020-05-20,35,NA,7717
01921,Boxford,2020-05-27,38,354,7717
01921,Boxford,2020-06-03,39,408,7717
01921,Boxford,2020-06-10,39,449,7717
01921,Boxford,2020-06-17,39,487,7717
01921,Boxford,2020-06-24,41,555,7717
01921,Boxford,2020-07-01,42,814,7717
01921,Boxford,2020-07-08,43,898,7717
01921,Boxford,2020-07-15,43,989,7717
01921,Boxford,2020-07-22,46,1097,7717
01921,Boxford,2020-07-29,47,1227,7717
01921,Boxford,2020-08-05,49,1390,7717
01921,Boxford,2020-08-12,50,1559,7717
01921,Boxford,2020-08-19,52,1721,7717
01921,Boxford,2020-08-26,51,1945,7717
01921,Boxford,2020-09-02,53,2175,7717
01921,Boxford,2020-09-09,53,2426,7717
01921,Boxford,2020-09-16,55,2656,7717
02067,Sharon,2020-04-22,69,NA,18311
02067,Sharon,2020-04-29,91,NA,18311
02067,Sharon,2020-05-06,115,NA,18311
02067,Sharon,2020-05-13,118,NA,18311
02067,Sharon,2020-05-20,125,NA,18311
02067,Sharon,2020-05-27,131,1042,18311
02067,Sharon,2020-06-03,142,1140,18311
02067,Sharon,2020-06-10,147,1237,18311
02067,Sharon,2020-06-17,150,1346,18311
02067,Sharon,2020-06-24,154,1501,18311
02067,Sharon,2020-07-01,157,2163,18311
02067,Sharon,2020-07-08,159,2380,18311
02067,Sharon,2020-07-15,160,2490,18311
02067,Sharon,2020-07-22,161,2727,18311
02067,Sharon,2020-07-29,168,3001,18311
02067,Sharon,2020-08-05,172,3385,18311
02067,Sharon,2020-08-12,173,3722,18311
02067,Sharon,2020-08-19,175,4238,18311
02067,Sharon,2020-08-26,175,4741,18311
02067,Sharon,2020-09-02,175,5285,18311
02067,Sharon,2020-09-09,180,5863,18311
02067,Sharon,2020-09-16,183,6506,18311
02767,Raynham,2020-04-22,110,NA,14937
02767,Raynham,2020-04-29,176,NA,14937
02767,Raynham,2020-05-06,201,NA,14937
02767,Raynham,2020-05-13,206,NA,14937
02767,Raynham,2020-05-20,218,NA,14937
02767,Raynham,2020-05-27,223,1308,14937
02767,Raynham,2020-06-03,227,1415,14937
02767,Raynham,2020-06-10,232,1500,14937
02767,Raynham,2020-06-17,237,1593,14937
02767,Raynham,2020-06-24,238,1638,14937
02767,Raynham,2020-07-01,240,2271,14937
02767,Raynham,2020-07-08,239,2358,14937
02767,Raynham,2020-07-15,240,2416,14937
02767,Raynham,2020-07-22,239,2537,14937
02767,Raynham,2020-07-29,242,2709,14937
02767,Raynham,2020-08-05,245,2939,14937
02767,Raynham,2020-08-12,246,3124,14937
02767,Raynham,2020-08-19,247,3404,14937
02767,Raynham,2020-08-26,248,3675,14937
02767,Raynham,2020-09-02,251,4032,14937
02767,Raynham,2020-09-09,252,4440,14937
02767,Raynham,2020-09-16,255,4943,14937
01054,Leverett,2020-04-22,3,NA,1500
01054,Leverett,2020-04-29,3,NA,1500
01054,Leverett,2020-05-06,3,NA,1500
01054,Leverett,2020-05-13,3,NA,1500
01054,Leverett,2020-05-20,3,NA,1500
01054,Leverett,2020-05-27,0,65,1500
01054,Leverett,2020-06-03,0,71,1500
01054,Leverett,2020-06-10,3,87,1500
01054,Leverett,2020-06-17,3,102,1500
01054,Leverett,2020-06-24,3,124,1500
01054,Leverett,2020-07-01,0,176,1500
01054,Leverett,2020-07-08,3,210,1500
01054,Leverett,2020-07-15,3,226,1500
01054,Leverett,2020-07-22,3,251,1500
01054,Leverett,2020-07-29,3,287,1500
01054,Leverett,2020-08-05,3,325,1500
01054,Leverett,2020-08-12,3,358,1500
01054,Leverett,2020-08-19,3,423,1500
01054,Leverett,2020-08-26,3,504,1500
01054,Leverett,2020-09-02,3,633,1500
01054,Leverett,2020-09-09,3,769,1500
01054,Leverett,2020-09-16,3,908,1500
02652,North Truro,NA,NA,NA,NA
02343,Holbrook,2020-04-22,83,NA,11295
02343,Holbrook,2020-04-29,135,NA,11295
02343,Holbrook,2020-05-06,153,NA,11295
02343,Holbrook,2020-05-13,166,NA,11295
02343,Holbrook,2020-05-20,176,NA,11295
02343,Holbrook,2020-05-27,186,942,11295
02343,Holbrook,2020-06-03,187,1009,11295
02343,Holbrook,2020-06-10,191,1089,11295
02343,Holbrook,2020-06-17,194,1174,11295
02343,Holbrook,2020-06-24,193,1259,11295
02343,Holbrook,2020-07-01,193,1766,11295
02343,Holbrook,2020-07-08,194,1883,11295
02343,Holbrook,2020-07-15,197,1959,11295
02343,Holbrook,2020-07-22,200,2088,11295
02343,Holbrook,2020-07-29,203,2227,11295
02343,Holbrook,2020-08-05,205,2369,11295
02343,Holbrook,2020-08-12,205,2550,11295
02343,Holbrook,2020-08-19,205,2740,11295
02343,Holbrook,2020-08-26,208,2951,11295
02343,Holbrook,2020-09-02,214,3174,11295
02343,Holbrook,2020-09-09,214,3384,11295
02343,Holbrook,2020-09-16,220,3652,11295
01966,Rockport,2020-04-22,24,NA,6554
01966,Rockport,2020-04-29,33,NA,6554
01966,Rockport,2020-05-06,47,NA,6554
01966,Rockport,2020-05-13,72,NA,6554
01966,Rockport,2020-05-20,74,NA,6554
01966,Rockport,2020-05-27,76,345,6554
01966,Rockport,2020-06-03,76,385,6554
01966,Rockport,2020-06-10,78,418,6554
01966,Rockport,2020-06-17,82,477,6554
01966,Rockport,2020-06-24,82,525,6554
01966,Rockport,2020-07-01,82,825,6554
01966,Rockport,2020-07-08,82,905,6554
01966,Rockport,2020-07-15,82,975,6554
01966,Rockport,2020-07-22,82,1047,6554
01966,Rockport,2020-07-29,83,1142,6554
01966,Rockport,2020-08-05,83,1265,6554
01966,Rockport,2020-08-12,83,1368,6554
01966,Rockport,2020-08-19,86,1475,6554
01966,Rockport,2020-08-26,86,1593,6554
01966,Rockport,2020-09-02,86,1725,6554
01966,Rockport,2020-09-09,87,1849,6554
01966,Rockport,2020-09-16,87,2006,6554
01510,Clinton,2020-04-22,54,NA,14075
01510,Clinton,2020-04-29,87,NA,14075
01510,Clinton,2020-05-06,135,NA,14075
01510,Clinton,2020-05-13,153,NA,14075
01510,Clinton,2020-05-20,174,NA,14075
01510,Clinton,2020-05-27,211,1125,14075
01510,Clinton,2020-06-03,227,1281,14075
01510,Clinton,2020-06-10,238,1452,14075
01510,Clinton,2020-06-17,241,1545,14075
01510,Clinton,2020-06-24,245,1683,14075
01510,Clinton,2020-07-01,249,2262,14075
01510,Clinton,2020-07-08,253,2394,14075
01510,Clinton,2020-07-15,257,2506,14075
01510,Clinton,2020-07-22,258,2713,14075
01510,Clinton,2020-07-29,261,2932,14075
01510,Clinton,2020-08-05,263,3289,14075
01510,Clinton,2020-08-12,266,3601,14075
01510,Clinton,2020-08-19,268,3943,14075
01510,Clinton,2020-08-26,279,4287,14075
01510,Clinton,2020-09-02,283,4595,14075
01510,Clinton,2020-09-09,291,4915,14075
