zipcode,Town,date,Count,Tests,town_population
02142,Cambridge,2020-05-20,889,NA,112786
02142,Cambridge,2020-05-27,918,9525,112786
02142,Cambridge,2020-06-03,948,11894,112786
02142,Cambridge,2020-06-10,962,13581,112786
02142,Cambridge,2020-06-17,977,15237,112786
02142,Cambridge,2020-06-24,986,17593,112786
02142,Cambridge,2020-07-01,975,23458,112786
02142,Cambridge,2020-07-08,978,25149,112786
02142,Cambridge,2020-07-15,985,26566,112786
02142,Cambridge,2020-07-22,1000,29260,112786
02142,Cambridge,2020-07-29,1013,31861,112786
02142,Cambridge,2020-08-05,1034,35422,112786
02142,Cambridge,2020-08-12,1050,38511,112786
02142,Cambridge,2020-08-19,1071,43424,112786
02142,Cambridge,2020-08-26,1084,51669,112786
02142,Cambridge,2020-09-02,1096,62607,112786
02142,Cambridge,2020-09-09,1113,75008,112786
02142,Cambridge,2020-09-16,1134,90707,112786
01901,Lynn,2020-04-22,1387,NA,100903
01901,Lynn,2020-04-29,2056,NA,100903
01901,Lynn,2020-05-06,2536,NA,100903
01901,Lynn,2020-05-13,2834,NA,100903
01901,Lynn,2020-05-20,3117,NA,100903
01901,Lynn,2020-05-27,3281,10491,100903
01901,Lynn,2020-06-03,3430,11580,100903
01901,Lynn,2020-06-10,3503,12390,100903
01901,Lynn,2020-06-17,3548,13185,100903
01901,Lynn,2020-06-24,3604,14107,100903
01901,Lynn,2020-07-01,3635,21189,100903
01901,Lynn,2020-07-08,3666,22357,100903
01901,Lynn,2020-07-15,3725,23955,100903
01901,Lynn,2020-07-22,3779,26110,100903
01901,Lynn,2020-07-29,3858,28390,100903
01901,Lynn,2020-08-05,4020,31194,100903
01901,Lynn,2020-08-12,4195,33965,100903
01901,Lynn,2020-08-19,4334,36699,100903
01901,Lynn,2020-08-26,4435,39228,100903
01901,Lynn,2020-09-02,4507,42047,100903
01901,Lynn,2020-09-09,4570,44656,100903
01901,Lynn,2020-09-16,4693,47540,100903
02663,Wellfleet,2020-04-22,3,NA,2759
02663,Wellfleet,2020-04-29,3,NA,2759
02663,Wellfleet,2020-05-06,3,NA,2759
02663,Wellfleet,2020-05-13,3,NA,2759
02663,Wellfleet,2020-05-20,5,NA,2759
02663,Wellfleet,2020-05-27,5,112,2759
02663,Wellfleet,2020-06-03,0,126,2759
02663,Wellfleet,2020-06-10,3,143,2759
02663,Wellfleet,2020-06-17,3,156,2759
02663,Wellfleet,2020-06-24,3,251,2759
02663,Wellfleet,2020-07-01,0,318,2759
02663,Wellfleet,2020-07-08,5,343,2759
02663,Wellfleet,2020-07-15,5,372,2759
02663,Wellfleet,2020-07-22,5,407,2759
02663,Wellfleet,2020-07-29,5,445,2759
02663,Wellfleet,2020-08-05,5,513,2759
02663,Wellfleet,2020-08-12,6,631,2759
02663,Wellfleet,2020-08-19,6,700,2759
02663,Wellfleet,2020-08-26,6,743,2759
02663,Wellfleet,2020-09-02,7,780,2759
02663,Wellfleet,2020-09-09,7,817,2759
02663,Wellfleet,2020-09-16,7,865,2759
01066,North Hatfield,NA,NA,NA,NA
01094,Wheelwright,NA,NA,NA,NA
02020,Marshfield,2020-04-22,83,NA,25860
02020,Marshfield,2020-04-29,106,NA,25860
02020,Marshfield,2020-05-06,130,NA,25860
02020,Marshfield,2020-05-13,139,NA,25860
02020,Marshfield,2020-05-20,152,NA,25860
02020,Marshfield,2020-05-27,155,1481,25860
02020,Marshfield,2020-06-03,157,1604,25860
02020,Marshfield,2020-06-10,160,1763,25860
02020,Marshfield,2020-06-17,164,1939,25860
02020,Marshfield,2020-06-24,168,2095,25860
02020,Marshfield,2020-07-01,169,3009,25860
02020,Marshfield,2020-07-08,169,3264,25860
02020,Marshfield,2020-07-15,171,3435,25860
02020,Marshfield,2020-07-22,174,3748,25860
02020,Marshfield,2020-07-29,175,4092,25860
02020,Marshfield,2020-08-05,175,4382,25860
02020,Marshfield,2020-08-12,175,4747,25860
02020,Marshfield,2020-08-19,178,5269,25860
02020,Marshfield,2020-08-26,178,5766,25860
02020,Marshfield,2020-09-02,185,6295,25860
02020,Marshfield,2020-09-09,189,6818,25860
02020,Marshfield,2020-09-16,189,7349,25860
01224,Berkshire,NA,NA,NA,NA
01745,Fayville,NA,NA,NA,NA
02350,Hanson,2020-04-22,44,NA,10707
02350,Hanson,2020-04-29,66,NA,10707
02350,Hanson,2020-05-06,73,NA,10707
02350,Hanson,2020-05-13,80,NA,10707
02350,Hanson,2020-05-20,88,NA,10707
02350,Hanson,2020-05-27,93,682,10707
02350,Hanson,2020-06-03,98,741,10707
02350,Hanson,2020-06-10,103,794,10707
02350,Hanson,2020-06-17,105,864,10707
02350,Hanson,2020-06-24,108,932,10707
02350,Hanson,2020-07-01,110,1366,10707
02350,Hanson,2020-07-08,110,1466,10707
02350,Hanson,2020-07-15,109,1519,10707
02350,Hanson,2020-07-22,109,1646,10707
02350,Hanson,2020-07-29,110,1755,10707
02350,Hanson,2020-08-05,110,1846,10707
02350,Hanson,2020-08-12,114,1967,10707
02350,Hanson,2020-08-19,119,2170,10707
02350,Hanson,2020-08-26,120,2367,10707
02350,Hanson,2020-09-02,120,2578,10707
02350,Hanson,2020-09-09,122,2813,10707
02350,Hanson,2020-09-16,125,3069,10707
02553,Monument Beach,NA,NA,NA,NA
02357,Stonehill College,NA,NA,NA,NA
02557,Oak Bluffs,2020-04-22,3,NA,5169
02557,Oak Bluffs,2020-04-29,3,NA,5169
02557,Oak Bluffs,2020-05-06,3,NA,5169
02557,Oak Bluffs,2020-05-13,3,NA,5169
02557,Oak Bluffs,2020-05-20,5,NA,5169
02557,Oak Bluffs,2020-05-27,5,227,5169
02557,Oak Bluffs,2020-06-03,5,268,5169
02557,Oak Bluffs,2020-06-10,5,347,5169
02557,Oak Bluffs,2020-06-17,5,427,5169
02557,Oak Bluffs,2020-06-24,5,507,5169
02557,Oak Bluffs,2020-07-01,5,723,5169
02557,Oak Bluffs,2020-07-08,6,830,5169
02557,Oak Bluffs,2020-07-15,6,916,5169
02557,Oak Bluffs,2020-07-22,7,1028,5169
02557,Oak Bluffs,2020-07-29,7,1145,5169
02557,Oak Bluffs,2020-08-05,7,1290,5169
02557,Oak Bluffs,2020-08-12,8,1409,5169
02557,Oak Bluffs,2020-08-19,9,1611,5169
02557,Oak Bluffs,2020-08-26,9,1772,5169
02557,Oak Bluffs,2020-09-02,10,1934,5169
02557,Oak Bluffs,2020-09-09,10,2046,5169
02557,Oak Bluffs,2020-09-16,10,2146,5169
01718,Acton,2020-04-22,50,NA,23732
01718,Acton,2020-04-29,74,NA,23732
01718,Acton,2020-05-06,95,NA,23732
01718,Acton,2020-05-13,120,NA,23732
01718,Acton,2020-05-20,138,NA,23732
01718,Acton,2020-05-27,148,1212,23732
01718,Acton,2020-06-03,152,1344,23732
01718,Acton,2020-06-10,154,1470,23732
01718,Acton,2020-06-17,156,1618,23732
01718,Acton,2020-06-24,157,1830,23732
01718,Acton,2020-07-01,159,2587,23732
01718,Acton,2020-07-08,162,2821,23732
01718,Acton,2020-07-15,167,3015,23732
01718,Acton,2020-07-22,169,3232,23732
01718,Acton,2020-07-29,172,3761,23732
01718,Acton,2020-08-05,174,4182,23732
01718,Acton,2020-08-12,176,4686,23732
01718,Acton,2020-08-19,179,5475,23732
01718,Acton,2020-08-26,187,6074,23732
01718,Acton,2020-09-02,192,6768,23732
01718,Acton,2020-09-09,191,7358,23732
01718,Acton,2020-09-16,193,8010,23732
02661,Harwich,2020-04-22,30,NA,12563
02661,Harwich,2020-04-29,36,NA,12563
02661,Harwich,2020-05-06,96,NA,12563
02661,Harwich,2020-05-13,106,NA,12563
02661,Harwich,2020-05-20,111,NA,12563
02661,Harwich,2020-05-27,117,779,12563
02661,Harwich,2020-06-03,121,857,12563
02661,Harwich,2020-06-10,120,910,12563
02661,Harwich,2020-06-17,120,987,12563
02661,Harwich,2020-06-24,123,1304,12563
02661,Harwich,2020-07-01,125,1849,12563
02661,Harwich,2020-07-08,128,1975,12563
02661,Harwich,2020-07-15,131,2117,12563
02661,Harwich,2020-07-22,134,2357,12563
02661,Harwich,2020-07-29,136,2522,12563
02661,Harwich,2020-08-05,139,2881,12563
02661,Harwich,2020-08-12,141,3085,12563
02661,Harwich,2020-08-19,142,3400,12563
02661,Harwich,2020-08-26,142,3584,12563
02661,Harwich,2020-09-02,145,3755,12563
02661,Harwich,2020-09-09,147,3949,12563
02661,Harwich,2020-09-16,147,4192,12563
01242,Lenox Dale,NA,NA,NA,NA
01438,East Templeton,NA,NA,NA,NA
02672,West Hyannisport,NA,NA,NA,NA
01009,Bondsville,NA,NA,NA,NA
01063,Smith College,NA,NA,NA,NA
01561,Lancaster,2020-04-22,12,NA,8568
01561,Lancaster,2020-04-29,54,NA,8568
01561,Lancaster,2020-05-06,62,NA,8568
01561,Lancaster,2020-05-13,69,NA,8568
01561,Lancaster,2020-05-20,75,NA,8568
01561,Lancaster,2020-05-27,81,478,8568
01561,Lancaster,2020-06-03,87,540,8568
01561,Lancaster,2020-06-10,101,585,8568
01561,Lancaster,2020-06-17,101,652,8568
01561,Lancaster,2020-06-24,100,706,8568
01561,Lancaster,2020-07-01,100,1016,8568
01561,Lancaster,2020-07-08,101,1091,8568
01561,Lancaster,2020-07-15,101,1144,8568
01561,Lancaster,2020-07-22,103,1284,8568
01561,Lancaster,2020-07-29,103,1386,8568
01561,Lancaster,2020-08-05,106,1573,8568
01561,Lancaster,2020-08-12,108,1738,8568
01561,Lancaster,2020-08-19,108,1942,8568
01561,Lancaster,2020-08-26,108,2108,8568
01561,Lancaster,2020-09-02,109,2296,8568
01561,Lancaster,2020-09-09,112,2472,8568
01561,Lancaster,2020-09-16,113,2694,8568
02047,Humarock,NA,NA,NA,NA
02746,New Bedford,2020-04-22,212,NA,99555
02746,New Bedford,2020-04-29,579,NA,99555
02746,New Bedford,2020-05-06,881,NA,99555
02746,New Bedford,2020-05-13,1241,NA,99555
02746,New Bedford,2020-05-20,1583,NA,99555
02746,New Bedford,2020-05-27,1756,9121,99555
02746,New Bedford,2020-06-03,1910,10970,99555
02746,New Bedford,2020-06-10,1991,11972,99555
02746,New Bedford,2020-06-17,2052,12908,99555
02746,New Bedford,2020-06-24,2095,13668,99555
02746,New Bedford,2020-07-01,2138,18438,99555
02746,New Bedford,2020-07-08,2157,19253,99555
02746,New Bedford,2020-07-15,2167,19795,99555
02746,New Bedford,2020-07-22,2197,21223,99555
02746,New Bedford,2020-07-29,2223,22697,99555
02746,New Bedford,2020-08-05,2258,24651,99555
02746,New Bedford,2020-08-12,2295,26395,99555
02746,New Bedford,2020-08-19,2330,28703,99555
02746,New Bedford,2020-08-26,2357,30408,99555
02746,New Bedford,2020-09-02,2415,32406,99555
02746,New Bedford,2020-09-09,2497,34239,99555
02746,New Bedford,2020-09-16,2548,36911,99555
02671,Harwich,2020-04-22,30,NA,12563
02671,Harwich,2020-04-29,36,NA,12563
02671,Harwich,2020-05-06,96,NA,12563
02671,Harwich,2020-05-13,106,NA,12563
02671,Harwich,2020-05-20,111,NA,12563
02671,Harwich,2020-05-27,117,779,12563
02671,Harwich,2020-06-03,121,857,12563
02671,Harwich,2020-06-10,120,910,12563
02671,Harwich,2020-06-17,120,987,12563
02671,Harwich,2020-06-24,123,1304,12563
02671,Harwich,2020-07-01,125,1849,12563
02671,Harwich,2020-07-08,128,1975,12563
02671,Harwich,2020-07-15,131,2117,12563
02671,Harwich,2020-07-22,134,2357,12563
02671,Harwich,2020-07-29,136,2522,12563
02671,Harwich,2020-08-05,139,2881,12563
02671,Harwich,2020-08-12,141,3085,12563
02671,Harwich,2020-08-19,142,3400,12563
02671,Harwich,2020-08-26,142,3584,12563
02671,Harwich,2020-09-02,145,3755,12563
02671,Harwich,2020-09-09,147,3949,12563
02671,Harwich,2020-09-16,147,4192,12563
02139,Cambridge,2020-04-22,672,NA,112786
02139,Cambridge,2020-04-29,773,NA,112786
02139,Cambridge,2020-05-06,826,NA,112786
02139,Cambridge,2020-05-13,873,NA,112786
02139,Cambridge,2020-05-20,889,NA,112786
02139,Cambridge,2020-05-27,918,9525,112786
02139,Cambridge,2020-06-03,948,11894,112786
02139,Cambridge,2020-06-10,962,13581,112786
02139,Cambridge,2020-06-17,977,15237,112786
02139,Cambridge,2020-06-24,986,17593,112786
02139,Cambridge,2020-07-01,975,23458,112786
02139,Cambridge,2020-07-08,978,25149,112786
02139,Cambridge,2020-07-15,985,26566,112786
02139,Cambridge,2020-07-22,1000,29260,112786
02139,Cambridge,2020-07-29,1013,31861,112786
02139,Cambridge,2020-08-05,1034,35422,112786
02139,Cambridge,2020-08-12,1050,38511,112786
02139,Cambridge,2020-08-19,1071,43424,112786
02139,Cambridge,2020-08-26,1084,51669,112786
02139,Cambridge,2020-09-02,1096,62607,112786
02139,Cambridge,2020-09-09,1113,75008,112786
02139,Cambridge,2020-09-16,1134,90707,112786
01093,Whately,2020-04-22,3,NA,1470
01093,Whately,2020-04-29,3,NA,1470
01093,Whately,2020-05-06,3,NA,1470
01093,Whately,2020-05-13,3,NA,1470
01093,Whately,2020-05-20,3,NA,1470
01093,Whately,2020-05-27,0,28,1470
01093,Whately,2020-06-03,0,33,1470
01093,Whately,2020-06-10,5,39,1470
01093,Whately,2020-06-17,5,46,1470
01093,Whately,2020-06-24,5,46,1470
01093,Whately,2020-07-01,5,67,1470
01093,Whately,2020-07-08,5,74,1470
01093,Whately,2020-07-15,5,79,1470
01093,Whately,2020-07-22,5,90,1470
01093,Whately,2020-07-29,7,106,1470
01093,Whately,2020-08-05,7,120,1470
01093,Whately,2020-08-12,7,138,1470
01093,Whately,2020-08-19,8,155,1470
01093,Whately,2020-08-26,8,175,1470
01093,Whately,2020-09-02,8,200,1470
01093,Whately,2020-09-09,8,234,1470
01093,Whately,2020-09-16,8,259,1470
02170,Quincy,2020-04-22,551,NA,101140
02170,Quincy,2020-04-29,767,NA,101140
02170,Quincy,2020-05-06,903,NA,101140
02170,Quincy,2020-05-13,970,NA,101140
02170,Quincy,2020-05-20,1019,NA,101140
02170,Quincy,2020-05-27,1069,6560,101140
02170,Quincy,2020-06-03,1107,7170,101140
02170,Quincy,2020-06-10,1112,7766,101140
02170,Quincy,2020-06-17,1120,9012,101140
02170,Quincy,2020-06-24,1129,9855,101140
02170,Quincy,2020-07-01,1135,13864,101140
02170,Quincy,2020-07-08,1148,14850,101140
02170,Quincy,2020-07-15,1167,15562,101140
02170,Quincy,2020-07-22,1195,17211,101140
02170,Quincy,2020-07-29,1231,18693,101140
02170,Quincy,2020-08-05,1289,20317,101140
02170,Quincy,2020-08-12,1305,21969,101140
02170,Quincy,2020-08-19,1328,24402,101140
02170,Quincy,2020-08-26,1344,26631,101140
02170,Quincy,2020-09-02,1365,29257,101140
02170,Quincy,2020-09-09,1385,32056,101140
02170,Quincy,2020-09-16,1410,35160,101140
01350,Monroe Bridge,NA,NA,NA,NA
02458,Newton,2020-04-22,455,NA,91728
02458,Newton,2020-04-29,553,NA,91728
02458,Newton,2020-05-06,588,NA,91728
02458,Newton,2020-05-13,675,NA,91728
02458,Newton,2020-05-20,710,NA,91728
02458,Newton,2020-05-27,745,5290,91728
02458,Newton,2020-06-03,760,6023,91728
02458,Newton,2020-06-10,767,6653,91728
02458,Newton,2020-06-17,765,7604,91728
02458,Newton,2020-06-24,767,8536,91728
02458,Newton,2020-07-01,773,12445,91728
02458,Newton,2020-07-08,773,13691,91728
02458,Newton,2020-07-15,776,14730,91728
02458,Newton,2020-07-22,789,16086,91728
02458,Newton,2020-07-29,801,17857,91728
02458,Newton,2020-08-05,816,19845,91728
02458,Newton,2020-08-12,839,21961,91728
02458,Newton,2020-08-19,864,25327,91728
02458,Newton,2020-08-26,882,29691,91728
02458,Newton,2020-09-02,896,40215,91728
02458,Newton,2020-09-09,911,46594,91728
02458,Newton,2020-09-16,952,53757,91728
01080,Palmer,2020-04-22,14,NA,11894
01080,Palmer,2020-04-29,23,NA,11894
01080,Palmer,2020-05-06,31,NA,11894
01080,Palmer,2020-05-13,36,NA,11894
01080,Palmer,2020-05-20,43,NA,11894
01080,Palmer,2020-05-27,45,590,11894
01080,Palmer,2020-06-03,45,643,11894
01080,Palmer,2020-06-10,45,701,11894
01080,Palmer,2020-06-17,48,771,11894
01080,Palmer,2020-06-24,48,862,11894
01080,Palmer,2020-07-01,49,1129,11894
01080,Palmer,2020-07-08,50,1269,11894
01080,Palmer,2020-07-15,52,1374,11894
01080,Palmer,2020-07-22,52,1586,11894
01080,Palmer,2020-07-29,56,1751,11894
01080,Palmer,2020-08-05,58,1948,11894
01080,Palmer,2020-08-12,62,2114,11894
01080,Palmer,2020-08-19,64,2321,11894
01080,Palmer,2020-08-26,70,2566,11894
01080,Palmer,2020-09-02,70,2883,11894
01080,Palmer,2020-09-09,73,3201,11894
01080,Palmer,2020-09-16,78,3586,11894
02468,Newton,2020-04-22,455,NA,91728
02468,Newton,2020-04-29,553,NA,91728
02468,Newton,2020-05-06,588,NA,91728
02468,Newton,2020-05-13,675,NA,91728
02468,Newton,2020-05-20,710,NA,91728
02468,Newton,2020-05-27,745,5290,91728
02468,Newton,2020-06-03,760,6023,91728
02468,Newton,2020-06-10,767,6653,91728
02468,Newton,2020-06-17,765,7604,91728
02468,Newton,2020-06-24,767,8536,91728
02468,Newton,2020-07-01,773,12445,91728
02468,Newton,2020-07-08,773,13691,91728
02468,Newton,2020-07-15,776,14730,91728
02468,Newton,2020-07-22,789,16086,91728
02468,Newton,2020-07-29,801,17857,91728
02468,Newton,2020-08-05,816,19845,91728
02468,Newton,2020-08-12,839,21961,91728
02468,Newton,2020-08-19,864,25327,91728
02468,Newton,2020-08-26,882,29691,91728
02468,Newton,2020-09-02,896,40215,91728
02468,Newton,2020-09-09,911,46594,91728
02468,Newton,2020-09-16,952,53757,91728
01107,Springfield,2020-04-22,835,NA,158333
01107,Springfield,2020-04-29,1317,NA,158333
01107,Springfield,2020-05-06,1615,NA,158333
01107,Springfield,2020-05-13,1889,NA,158333
01107,Springfield,2020-05-20,2186,NA,158333
01107,Springfield,2020-05-27,2432,11374,158333
01107,Springfield,2020-06-03,2573,12594,158333
01107,Springfield,2020-06-10,2650,13811,158333
01107,Springfield,2020-06-17,2697,14797,158333
01107,Springfield,2020-06-24,2754,16043,158333
01107,Springfield,2020-07-01,2833,21658,158333
01107,Springfield,2020-07-08,2872,23397,158333
01107,Springfield,2020-07-15,2919,24644,158333
01107,Springfield,2020-07-22,2970,27162,158333
01107,Springfield,2020-07-29,3033,29816,158333
01107,Springfield,2020-08-05,3076,32264,158333
01107,Springfield,2020-08-12,3123,34907,158333
01107,Springfield,2020-08-19,3175,38043,158333
01107,Springfield,2020-08-26,3201,41415,158333
01107,Springfield,2020-09-02,3238,48144,158333
01107,Springfield,2020-09-09,3280,53290,158333
01107,Springfield,2020-09-16,3319,59627,158333
02143,Somerville,2020-04-22,415,NA,76538
02143,Somerville,2020-04-29,573,NA,76538
02143,Somerville,2020-05-06,660,NA,76538
02143,Somerville,2020-05-13,729,NA,76538
02143,Somerville,2020-05-20,799,NA,76538
02143,Somerville,2020-05-27,846,6683,76538
02143,Somerville,2020-06-03,882,7879,76538
02143,Somerville,2020-06-10,904,9183,76538
02143,Somerville,2020-06-17,921,10527,76538
02143,Somerville,2020-06-24,951,12217,76538
02143,Somerville,2020-07-01,968,16594,76538
02143,Somerville,2020-07-08,971,17934,76538
02143,Somerville,2020-07-15,978,18929,76538
02143,Somerville,2020-07-22,998,20715,76538
02143,Somerville,2020-07-29,1012,22708,76538
02143,Somerville,2020-08-05,1037,25202,76538
02143,Somerville,2020-08-12,1054,27318,76538
02143,Somerville,2020-08-19,1073,30218,76538
02143,Somerville,2020-08-26,1104,34091,76538
02143,Somerville,2020-09-02,1143,40042,76538
02143,Somerville,2020-09-09,1189,48133,76538
02143,Somerville,2020-09-16,1218,57547,76538
02723,Fall River,2020-04-22,191,NA,89447
02723,Fall River,2020-04-29,481,NA,89447
02723,Fall River,2020-05-06,652,NA,89447
02723,Fall River,2020-05-13,868,NA,89447
02723,Fall River,2020-05-20,1051,NA,89447
02723,Fall River,2020-05-27,1218,8741,89447
02723,Fall River,2020-06-03,1363,9878,89447
02723,Fall River,2020-06-10,1472,10870,89447
02723,Fall River,2020-06-17,1543,11787,89447
02723,Fall River,2020-06-24,1566,12348,89447
02723,Fall River,2020-07-01,1595,17089,89447
02723,Fall River,2020-07-08,1622,17936,89447
02723,Fall River,2020-07-15,1664,18386,89447
02723,Fall River,2020-07-22,1703,20078,89447
02723,Fall River,2020-07-29,1756,21987,89447
02723,Fall River,2020-08-05,1818,24515,89447
02723,Fall River,2020-08-12,1855,26088,89447
02723,Fall River,2020-08-19,1873,28548,89447
02723,Fall River,2020-08-26,1887,30463,89447
02723,Fall River,2020-09-02,1947,32926,89447
02723,Fall River,2020-09-09,1983,35065,89447
02723,Fall River,2020-09-16,2027,38000,89447
02152,Winthrop,2020-04-22,110,NA,18847
02152,Winthrop,2020-04-29,167,NA,18847
02152,Winthrop,2020-05-06,196,NA,18847
02152,Winthrop,2020-05-13,221,NA,18847
02152,Winthrop,2020-05-20,229,NA,18847
02152,Winthrop,2020-05-27,240,1343,18847
02152,Winthrop,2020-06-03,245,1492,18847
02152,Winthrop,2020-06-10,249,1646,18847
02152,Winthrop,2020-06-17,251,1767,18847
02152,Winthrop,2020-06-24,253,1906,18847
02152,Winthrop,2020-07-01,256,2806,18847
02152,Winthrop,2020-07-08,263,3058,18847
02152,Winthrop,2020-07-15,297,3673,18847
02152,Winthrop,2020-07-22,301,4094,18847
02152,Winthrop,2020-07-29,310,4504,18847
02152,Winthrop,2020-08-05,320,4906,18847
02152,Winthrop,2020-08-12,335,5356,18847
02152,Winthrop,2020-08-19,347,5949,18847
02152,Winthrop,2020-08-26,360,6555,18847
02152,Winthrop,2020-09-02,370,7865,18847
02152,Winthrop,2020-09-09,383,9265,18847
02152,Winthrop,2020-09-16,393,10581,18847
02103,Back Bay Downtown,2020-04-16,185,NA,50611
02103,Back Bay Downtown,2020-04-23,236,1431,50611
02103,Back Bay Downtown,2020-04-30,299,1810,50611
02103,Back Bay Downtown,2020-05-07,328,2168,50611
02103,Back Bay Downtown,2020-05-13,347,NA,50611
02103,Back Bay Downtown,2020-05-20,434,NA,50611
02103,Back Bay Downtown,2020-05-27,454,3336.930184306914,50611
02103,Back Bay Downtown,2020-06-03,459,3721.5781266519716,50611
02103,Back Bay Downtown,2020-06-10,463,4150.5644373111445,50611
02103,Back Bay Downtown,2020-06-17,470,4629,50611
02103,Back Bay Downtown,2020-06-24,479,6013,50611
02103,Back Bay Downtown,2020-07-01,486,6013,50611
02103,Back Bay Downtown,2020-07-08,497,6722,50611
02103,Back Bay Downtown,2020-07-15,506,8060,50611
02103,Back Bay Downtown,2020-07-22,511,8689.630411378024,50611
02103,Back Bay Downtown,2020-07-29,519,9148,50611
02103,Back Bay Downtown,2020-08-05,535,10243,50611
02103,Back Bay Downtown,2020-08-12,550,11312,50611
02103,Back Bay Downtown,2020-08-19,564,12648,50611
02103,Back Bay Downtown,2020-08-26,575,14681,50611
02103,Back Bay Downtown,2020-09-02,588,17711,50611
02103,Back Bay Downtown,2020-09-09,600,19018,50611
02103,Back Bay Downtown,2020-09-16,628,22001.186281826413,50611
02108,Back Bay Downtown,2020-04-16,185,NA,50611
02108,Back Bay Downtown,2020-04-23,236,1431,50611
02108,Back Bay Downtown,2020-04-30,299,1810,50611
02108,Back Bay Downtown,2020-05-07,328,2168,50611
02108,Back Bay Downtown,2020-05-13,347,NA,50611
02108,Back Bay Downtown,2020-05-20,434,NA,50611
02108,Back Bay Downtown,2020-05-27,454,3336.930184306914,50611
02108,Back Bay Downtown,2020-06-03,459,3721.5781266519716,50611
02108,Back Bay Downtown,2020-06-10,463,4150.5644373111445,50611
02108,Back Bay Downtown,2020-06-17,470,4629,50611
02108,Back Bay Downtown,2020-06-24,479,6013,50611
02108,Back Bay Downtown,2020-07-01,486,6013,50611
02108,Back Bay Downtown,2020-07-08,497,6722,50611
02108,Back Bay Downtown,2020-07-15,506,8060,50611
02108,Back Bay Downtown,2020-07-22,511,8689.630411378024,50611
02108,Back Bay Downtown,2020-07-29,519,9148,50611
02108,Back Bay Downtown,2020-08-05,535,10243,50611
02108,Back Bay Downtown,2020-08-12,550,11312,50611
02108,Back Bay Downtown,2020-08-19,564,12648,50611
02108,Back Bay Downtown,2020-08-26,575,14681,50611
02108,Back Bay Downtown,2020-09-02,588,17711,50611
02108,Back Bay Downtown,2020-09-09,600,19018,50611
02108,Back Bay Downtown,2020-09-16,628,22001.186281826413,50611
02109,Back Bay Downtown,2020-04-16,185,NA,50611
02109,Back Bay Downtown,2020-04-23,236,1431,50611
02109,Back Bay Downtown,2020-04-30,299,1810,50611
02109,Back Bay Downtown,2020-05-07,328,2168,50611
02109,Back Bay Downtown,2020-05-13,347,NA,50611
02109,Back Bay Downtown,2020-05-20,434,NA,50611
02109,Back Bay Downtown,2020-05-27,454,3336.930184306914,50611
02109,Back Bay Downtown,2020-06-03,459,3721.5781266519716,50611
02109,Back Bay Downtown,2020-06-10,463,4150.5644373111445,50611
02109,Back Bay Downtown,2020-06-17,470,4629,50611
02109,Back Bay Downtown,2020-06-24,479,6013,50611
02109,Back Bay Downtown,2020-07-01,486,6013,50611
02109,Back Bay Downtown,2020-07-08,497,6722,50611
02109,Back Bay Downtown,2020-07-15,506,8060,50611
02109,Back Bay Downtown,2020-07-22,511,8689.630411378024,50611
02109,Back Bay Downtown,2020-07-29,519,9148,50611
02109,Back Bay Downtown,2020-08-05,535,10243,50611
02109,Back Bay Downtown,2020-08-12,550,11312,50611
02109,Back Bay Downtown,2020-08-19,564,12648,50611
02109,Back Bay Downtown,2020-08-26,575,14681,50611
02109,Back Bay Downtown,2020-09-02,588,17711,50611
02109,Back Bay Downtown,2020-09-09,600,19018,50611
02109,Back Bay Downtown,2020-09-16,628,22001.186281826413,50611
02110,Back Bay Downtown,2020-04-16,185,NA,50611
02110,Back Bay Downtown,2020-04-23,236,1431,50611
02110,Back Bay Downtown,2020-04-30,299,1810,50611
02110,Back Bay Downtown,2020-05-07,328,2168,50611
02110,Back Bay Downtown,2020-05-13,347,NA,50611
02110,Back Bay Downtown,2020-05-20,434,NA,50611
02110,Back Bay Downtown,2020-05-27,454,3336.930184306914,50611
02110,Back Bay Downtown,2020-06-03,459,3721.5781266519716,50611
02110,Back Bay Downtown,2020-06-10,463,4150.5644373111445,50611
02110,Back Bay Downtown,2020-06-17,470,4629,50611
02110,Back Bay Downtown,2020-06-24,479,6013,50611
02110,Back Bay Downtown,2020-07-01,486,6013,50611
02110,Back Bay Downtown,2020-07-08,497,6722,50611
02110,Back Bay Downtown,2020-07-15,506,8060,50611
02110,Back Bay Downtown,2020-07-22,511,8689.630411378024,50611
02110,Back Bay Downtown,2020-07-29,519,9148,50611
02110,Back Bay Downtown,2020-08-05,535,10243,50611
02110,Back Bay Downtown,2020-08-12,550,11312,50611
02110,Back Bay Downtown,2020-08-19,564,12648,50611
02110,Back Bay Downtown,2020-08-26,575,14681,50611
02110,Back Bay Downtown,2020-09-02,588,17711,50611
02110,Back Bay Downtown,2020-09-09,600,19018,50611
02110,Back Bay Downtown,2020-09-16,628,22001.186281826413,50611
02111,South End,2020-04-16,175,NA,35757
02111,South End,2020-04-23,531,1763,35757
02111,South End,2020-04-30,665,2124,35757
02111,South End,2020-05-07,701,2476,35757
02111,South End,2020-05-13,727,NA,35757
02111,South End,2020-05-20,807,NA,35757
02111,South End,2020-05-27,821,3794.6857831478924,35757
02111,South End,2020-06-03,836,4232.09921337135,35757
02111,South End,2020-06-10,868,4719.933289696665,35757
02111,South End,2020-06-17,878,5264,35757
02111,South End,2020-06-24,884,6432,35757
